Country,Year,CO2 emission (Tons),Area
Japan,1844,0,377930
Japan,1845,0,377930
Japan,1846,0,377930
Japan,1847,0,377930
Japan,1848,0,377930
Japan,1849,0,377930
Japan,1850,0,377930
Japan,1851,0,377930
Japan,1852,0,377930
Japan,1853,0,377930
Japan,1854,0,377930
Japan,1855,0,377930
Japan,1856,0,377930
Japan,1857,0,377930
Japan,1858,0,377930
Japan,1859,0,377930
Japan,1860,0,377930
Japan,1861,0,377930
Japan,1862,0,377930
Japan,1863,0,377930
Japan,1864,0,377930
Japan,1865,0,377930
Japan,1866,0,377930
Japan,1867,0,377930
Japan,1868,10992,377930
Japan,1869,29312,377930
Japan,1870,47632,377930
Japan,1871,73280,377930
Japan,1872,106256,377930
Japan,1873,146560,377930
Japan,1874,732800,377930
Japan,1875,2.17275e+06,377930
Japan,1876,3.57606e+06,377930
Japan,1877,4.86579e+06,377930
Japan,1878,6.72344e+06,377930
Japan,1879,9.03909e+06,377930
Japan,1880,1.13877e+07,377930
Japan,1881,1.38023e+07,377930
Japan,1882,1.63158e+07,377930
Japan,1883,1.90272e+07,377930
Japan,1884,2.1984e+07,377930
Japan,1885,2.53329e+07,377930
Japan,1886,2.89383e+07,377930
Japan,1887,3.3412e+07,377930
Japan,1888,3.85819e+07,377930
Japan,1889,4.48364e+07,377930
Japan,1890,5.15928e+07,377930
Japan,1891,5.97159e+07,377930
Japan,1892,6.77913e+07,377930
Japan,1893,7.63651e+07,377930
Japan,1894,8.73901e+07,377930
Japan,1895,9.96168e+07,377930
Japan,1896,1.12532e+08,377930
Japan,1897,1.26075e+08,377930
Japan,1898,1.43321e+08,377930
Japan,1899,1.60593e+08,377930
Japan,1900,1.80005e+08,377930
Japan,1901,2.03279e+08,377930
Japan,1902,2.28223e+08,377930
Japan,1903,2.5401e+08,377930
Japan,1904,2.83062e+08,377930
Japan,1905,3.12994e+08,377930
Japan,1906,3.45849e+08,377930
Japan,1907,3.8092e+08,377930
Japan,1908,4.18553e+08,377930
Japan,1909,4.56809e+08,377930
Japan,1910,4.96194e+08,377930
Japan,1911,5.40403e+08,377930
Japan,1912,5.89684e+08,377930
Japan,1913,6.43999e+08,377930
Japan,1914,7.02015e+08,377930
Japan,1915,7.54857e+08,377930
Japan,1916,8.13456e+08,377930
Japan,1917,8.80939e+08,377930
Japan,1918,9.52482e+08,377930
Japan,1919,1.03168e+09,377930
Japan,1920,1.10596e+09,377930
Japan,1921,1.17277e+09,377930
Japan,1922,1.2442e+09,377930
Japan,1923,1.3201e+09,377930
Japan,1924,1.39945e+09,377930
Japan,1925,1.48146e+09,377930
Japan,1926,1.56407e+09,377930
Japan,1927,1.65355e+09,377930
Japan,1928,1.74594e+09,377930
Japan,1929,1.84082e+09,377930
Japan,1930,1.92699e+09,377930
Japan,1931,2.00489e+09,377930
Japan,1932,2.08287e+09,377930
Japan,1933,2.17421e+09,377930
Japan,1934,2.27542e+09,377930
Japan,1935,2.3818e+09,377930
Japan,1936,2.49865e+09,377930
Japan,1937,2.62408e+09,377930
Japan,1938,2.75581e+09,377930
Japan,1939,2.88356e+09,377930
Japan,1940,3.0368e+09,377930
Japan,1941,3.19141e+09,377930
Japan,1942,3.3392e+09,377930
Japan,1943,3.48984e+09,377930
Japan,1944,3.62857e+09,377930
Japan,1945,3.70521e+09,377930
Japan,1946,3.75791e+09,377930
Japan,1947,3.82794e+09,377930
Japan,1948,3.91603e+09,377930
Japan,1949,4.01445e+09,377930
Japan,1950,4.11699e+09,377930
Japan,1951,4.24045e+09,377930
Japan,1952,4.37085e+09,377930
Japan,1953,4.51662e+09,377930
Japan,1954,4.65916e+09,377930
Japan,1955,4.80103e+09,377930
Japan,1956,4.96167e+09,377930
Japan,1957,5.14973e+09,377930
Japan,1958,5.33089e+09,377930
Japan,1959,5.52351e+09,377930
Japan,1960,5.75601e+09,377930
Japan,1961,6.0388e+09,377930
Japan,1962,6.33166e+09,377930
Japan,1963,6.6565e+09,377930
Japan,1964,7.01539e+09,377930
Japan,1965,7.40186e+09,377930
Japan,1966,7.82111e+09,377930
Japan,1967,8.31042e+09,377930
Japan,1968,8.87233e+09,377930
Japan,1969,9.52554e+09,377930
Japan,1970,1.02935e+10,377930
Japan,1971,1.10901e+10,377930
Japan,1972,1.19422e+10,377930
Japan,1973,1.28565e+10,377930
Japan,1974,1.37708e+10,377930
Japan,1975,1.46393e+10,377930
Japan,1976,1.55464e+10,377930
Japan,1977,1.64797e+10,377930
Japan,1978,1.73813e+10,377930
Japan,1979,1.83343e+10,377930
Japan,1980,1.92792e+10,377930
Japan,1981,2.02061e+10,377930
Japan,1982,2.11035e+10,377930
Japan,1983,2.19844e+10,377930
Japan,1984,2.29214e+10,377930
Japan,1985,2.38338e+10,377930
Japan,1986,2.47461e+10,377930
Japan,1987,2.56486e+10,377930
Japan,1988,2.66341e+10,377930
Japan,1989,2.76558e+10,377930
Japan,1990,2.88138e+10,377930
Japan,1991,2.99835e+10,377930
Japan,1992,3.11629e+10,377930
Japan,1993,3.23352e+10,377930
Japan,1994,3.35625e+10,377930
Japan,1995,3.48021e+10,377930
Japan,1996,3.60536e+10,377930
Japan,1997,3.72984e+10,377930
Japan,1998,3.85034e+10,377930
Japan,1999,3.9745e+10,377930
Japan,2000,4.10094e+10,377930
Japan,2001,4.22592e+10,377930
Japan,2002,4.35383e+10,377930
Japan,2003,4.48257e+10,377930
Japan,2004,4.61086e+10,377930
Japan,2005,4.7399e+10,377930
Japan,2006,4.86663e+10,377930
Japan,2007,4.99695e+10,377930
Japan,2008,5.12018e+10,377930
Japan,2009,5.2365e+10,377930
Japan,2010,5.35798e+10,377930
Japan,2011,5.48447e+10,377930
Japan,2012,5.61507e+10,377930
Japan,2013,5.7466e+10,377930
Japan,2014,5.87298e+10,377930
Japan,2015,5.99532e+10,377930
Japan,2016,6.11569e+10,377930
Japan,2017,6.2345e+10,377930
Japan,2018,6.34885e+10,377930
Japan,2019,6.45944e+10,377930
Japan,2020,6.56252e+10,377930
