Country,Density(km2),Year,CO2 emission (Tons),Population(2022)
Japan,328/km²,1928,1.74594e+09,123951692
Japan,328/km²,1929,1.84082e+09,123951692
Japan,328/km²,1930,1.92699e+09,123951692
Japan,328/km²,1931,2.00489e+09,123951692
Japan,328/km²,1932,2.08287e+09,123951692
Japan,328/km²,1933,2.17421e+09,123951692
Japan,328/km²,1934,2.27542e+09,123951692
Japan,328/km²,1935,2.3818e+09,123951692
Japan,328/km²,1936,2.49865e+09,123951692
Japan,328/km²,1937,2.62408e+09,123951692
Japan,328/km²,1938,2.75581e+09,123951692
Japan,328/km²,1939,2.88356e+09,123951692
Japan,328/km²,1940,3.0368e+09,123951692
Japan,328/km²,1941,3.19141e+09,123951692
Japan,328/km²,1942,3.3392e+09,123951692
Japan,328/km²,1943,3.48984e+09,123951692
Japan,328/km²,1944,3.62857e+09,123951692
Japan,328/km²,1945,3.70521e+09,123951692
Japan,328/km²,1946,3.75791e+09,123951692
Japan,328/km²,1947,3.82794e+09,123951692
Japan,328/km²,1948,3.91603e+09,123951692
Japan,328/km²,1949,4.01445e+09,123951692
Japan,328/km²,1950,4.11699e+09,123951692
Japan,328/km²,1951,4.24045e+09,123951692
Japan,328/km²,1952,4.37085e+09,123951692
Japan,328/km²,1953,4.51662e+09,123951692
Japan,328/km²,1954,4.65916e+09,123951692
Japan,328/km²,1955,4.80103e+09,123951692
Japan,328/km²,1956,4.96167e+09,123951692
Japan,328/km²,1957,5.14973e+09,123951692
Japan,328/km²,1958,5.33089e+09,123951692
Japan,328/km²,1959,5.52351e+09,123951692
Japan,328/km²,1960,5.75601e+09,123951692
Japan,328/km²,1961,6.0388e+09,123951692
Japan,328/km²,1962,6.33166e+09,123951692
Japan,328/km²,1963,6.6565e+09,123951692
Japan,328/km²,1964,7.01539e+09,123951692
Japan,328/km²,1965,7.40186e+09,123951692
Japan,328/km²,1966,7.82111e+09,123951692
Japan,328/km²,1967,8.31042e+09,123951692
Japan,328/km²,1968,8.87233e+09,123951692
Japan,328/km²,1969,9.52554e+09,123951692
Japan,328/km²,1970,1.02935e+10,123951692
Japan,328/km²,1971,1.10901e+10,123951692
Japan,328/km²,1972,1.19422e+10,123951692
Japan,328/km²,1973,1.28565e+10,123951692
Japan,328/km²,1974,1.37708e+10,123951692
Japan,328/km²,1975,1.46393e+10,123951692
Japan,328/km²,1976,1.55464e+10,123951692
Japan,328/km²,1977,1.64797e+10,123951692
Japan,328/km²,1978,1.73813e+10,123951692
Japan,328/km²,1979,1.83343e+10,123951692
Japan,328/km²,1980,1.92792e+10,123951692
Japan,328/km²,1981,2.02061e+10,123951692
Japan,328/km²,1982,2.11035e+10,123951692
Japan,328/km²,1983,2.19844e+10,123951692
Japan,328/km²,1984,2.29214e+10,123951692
Japan,328/km²,1985,2.38338e+10,123951692
Japan,328/km²,1986,2.47461e+10,123951692
Japan,328/km²,1987,2.56486e+10,123951692
Japan,328/km²,1988,2.66341e+10,123951692
Japan,328/km²,1989,2.76558e+10,123951692
Japan,328/km²,1990,2.88138e+10,123951692
Japan,328/km²,1991,2.99835e+10,123951692
Japan,328/km²,1992,3.11629e+10,123951692
Japan,328/km²,1993,3.23352e+10,123951692
Japan,328/km²,1994,3.35625e+10,123951692
Japan,328/km²,1995,3.48021e+10,123951692
Japan,328/km²,1996,3.60536e+10,123951692
Japan,328/km²,1997,3.72984e+10,123951692
Japan,328/km²,1998,3.85034e+10,123951692
Japan,328/km²,1999,3.9745e+10,123951692
Japan,328/km²,2000,4.10094e+10,123951692
Japan,328/km²,2001,4.22592e+10,123951692
Japan,328/km²,2002,4.35383e+10,123951692
Japan,328/km²,2003,4.48257e+10,123951692
Japan,328/km²,2004,4.61086e+10,123951692
Japan,328/km²,2005,4.7399e+10,123951692
Japan,328/km²,2006,4.86663e+10,123951692
Japan,328/km²,2007,4.99695e+10,123951692
Japan,328/km²,2008,5.12018e+10,123951692
Japan,328/km²,2009,5.2365e+10,123951692
Japan,328/km²,2010,5.35798e+10,123951692
Japan,328/km²,2011,5.48447e+10,123951692
Japan,328/km²,2012,5.61507e+10,123951692
Japan,328/km²,2013,5.7466e+10,123951692
Japan,328/km²,2014,5.87298e+10,123951692
Japan,328/km²,2015,5.99532e+10,123951692
Japan,328/km²,2016,6.11569e+10,123951692
Japan,328/km²,2017,6.2345e+10,123951692
Japan,328/km²,2018,6.34885e+10,123951692
Japan,328/km²,2019,6.45944e+10,123951692
Japan,328/km²,2020,6.56252e+10,123951692
