Country,Density(km2),Year,CO2 emission (Tons),Population(2022)
Taiwan,660/km²,1933,7.16385e+07,23893394
Taiwan,660/km²,1934,7.58118e+07,23893394
Taiwan,660/km²,1935,8.01756e+07,23893394
Taiwan,660/km²,1936,8.49095e+07,23893394
Taiwan,660/km²,1937,9.016e+07,23893394
Taiwan,660/km²,1938,9.60591e+07,23893394
Taiwan,660/km²,1939,1.03241e+08,23893394
Taiwan,660/km²,1940,1.11008e+08,23893394
Taiwan,660/km²,1941,1.18944e+08,23893394
Taiwan,660/km²,1942,1.25362e+08,23893394
Taiwan,660/km²,1943,1.31787e+08,23893394
Taiwan,660/km²,1944,1.36418e+08,23893394
Taiwan,660/km²,1945,1.38605e+08,23893394
Taiwan,660/km²,1946,1.41467e+08,23893394
Taiwan,660/km²,1947,1.45086e+08,23893394
Taiwan,660/km²,1948,1.49625e+08,23893394
Taiwan,660/km²,1949,1.54097e+08,23893394
Taiwan,660/km²,1950,1.57881e+08,23893394
Taiwan,660/km²,1951,1.62789e+08,23893394
Taiwan,660/km²,1952,1.69181e+08,23893394
Taiwan,660/km²,1953,1.75653e+08,23893394
Taiwan,660/km²,1954,1.8214e+08,23893394
Taiwan,660/km²,1955,1.89337e+08,23893394
Taiwan,660/km²,1956,1.97022e+08,23893394
Taiwan,660/km²,1957,2.05205e+08,23893394
Taiwan,660/km²,1958,2.14775e+08,23893394
Taiwan,660/km²,1959,2.25766e+08,23893394
Taiwan,660/km²,1960,2.3764e+08,23893394
Taiwan,660/km²,1961,2.50168e+08,23893394
Taiwan,660/km²,1962,2.64333e+08,23893394
Taiwan,660/km²,1963,2.79442e+08,23893394
Taiwan,660/km²,1964,2.96349e+08,23893394
Taiwan,660/km²,1965,3.14194e+08,23893394
Taiwan,660/km²,1966,3.33655e+08,23893394
Taiwan,660/km²,1967,3.55625e+08,23893394
Taiwan,660/km²,1968,3.79766e+08,23893394
Taiwan,660/km²,1969,4.06057e+08,23893394
Taiwan,660/km²,1970,4.34791e+08,23893394
Taiwan,660/km²,1971,4.66266e+08,23893394
Taiwan,660/km²,1972,5.02137e+08,23893394
Taiwan,660/km²,1973,5.4238e+08,23893394
Taiwan,660/km²,1974,5.81689e+08,23893394
Taiwan,660/km²,1975,6.25141e+08,23893394
Taiwan,660/km²,1976,6.81238e+08,23893394
Taiwan,660/km²,1977,7.42364e+08,23893394
Taiwan,660/km²,1978,8.13387e+08,23893394
Taiwan,660/km²,1979,8.89146e+08,23893394
Taiwan,660/km²,1980,9.72653e+08,23893394
Taiwan,660/km²,1981,1.0477e+09,23893394
Taiwan,660/km²,1982,1.12307e+09,23893394
Taiwan,660/km²,1983,1.2062e+09,23893394
Taiwan,660/km²,1984,1.29105e+09,23893394
Taiwan,660/km²,1985,1.37578e+09,23893394
Taiwan,660/km²,1986,1.4701e+09,23893394
Taiwan,660/km²,1987,1.56827e+09,23893394
Taiwan,660/km²,1988,1.68134e+09,23893394
Taiwan,660/km²,1989,1.80445e+09,23893394
Taiwan,660/km²,1990,1.92852e+09,23893394
Taiwan,660/km²,1991,2.0621e+09,23893394
Taiwan,660/km²,1992,2.20427e+09,23893394
Taiwan,660/km²,1993,2.35807e+09,23893394
Taiwan,660/km²,1994,2.51923e+09,23893394
Taiwan,660/km²,1995,2.6881e+09,23893394
Taiwan,660/km²,1996,2.86488e+09,23893394
Taiwan,660/km²,1997,3.05542e+09,23893394
Taiwan,660/km²,1998,3.25558e+09,23893394
Taiwan,660/km²,1999,3.46338e+09,23893394
Taiwan,660/km²,2000,3.69036e+09,23893394
Taiwan,660/km²,2001,3.92028e+09,23893394
Taiwan,660/km²,2002,4.15793e+09,23893394
Taiwan,660/km²,2003,4.40633e+09,23893394
Taiwan,660/km²,2004,4.66422e+09,23893394
Taiwan,660/km²,2005,4.93068e+09,23893394
Taiwan,660/km²,2006,5.20684e+09,23893394
Taiwan,660/km²,2007,5.48664e+09,23893394
Taiwan,660/km²,2008,5.75323e+09,23893394
Taiwan,660/km²,2009,6.00574e+09,23893394
Taiwan,660/km²,2010,6.27588e+09,23893394
Taiwan,660/km²,2011,6.55217e+09,23893394
Taiwan,660/km²,2012,6.82492e+09,23893394
Taiwan,660/km²,2013,7.09872e+09,23893394
Taiwan,660/km²,2014,7.37503e+09,23893394
Taiwan,660/km²,2015,7.65087e+09,23893394
Taiwan,660/km²,2016,7.93057e+09,23893394
Taiwan,660/km²,2017,8.21538e+09,23893394
Taiwan,660/km²,2018,8.49823e+09,23893394
Taiwan,660/km²,2019,8.77356e+09,23893394
Taiwan,660/km²,2020,9.04674e+09,23893394
